visit_type,name,country,locale,remarks,date
secretary,Rex W. Tillerson,Saudi Arabia,Riyadh,"Met with King Salman bin Abdulaziz al-Saud, Crown Prince Mohammed bin Salman, and Foreign Minister Adel al-Jubeir. Attended the first meeting of the Saudi Arabia-Iraq Coordination Council.","October 21–22, 2017"
secretary,Rex W. Tillerson,Qatar,Doha,Met with Emir Sheikh Tamim bin Hamad al-Thani and Foreign Minister Sheikh Mohammed bin Abdulrahman bin Jassim al-Thani.,"October 22–23, 2017"
secretary,Rex W. Tillerson,Afghanistan,Bagram,Met with President Ashraf Ghani.,"October 23, 2017"
secretary,Rex W. Tillerson,Iraq,Baghdad,Met with Prime Minister Haidar al-Abadi.,"October 23, 2017"
secretary,Rex W. Tillerson,Pakistan,Islamabad,Met with senior Pakistani officials.,"October 24, 2017"
secretary,Rex W. Tillerson,India,New Delhi,Met with Prime Minister Narendra Modi and Foreign Minister Sushma Swaraj.,"October 25, 2017"
secretary,Rex W. Tillerson,Switzerland,Geneva,"Met with UN Special Envoy Staffan de Mistura, UN High Commissioner for Refugees Filippo Grandi, and International Committee of the Red Cross President Peter Maurer.","October 26, 2017"
secretary,Rex W. Tillerson,Japan,Tokyo,Accompanied President Trump.,"November 5–7, 2017"
secretary,Rex W. Tillerson,"Korea, Republic of",Seoul,Accompanied President Trump.,"November 5–8, 2017"
secretary,Rex W. Tillerson,"China, People’s Republic of",Beijing,Accompanied President Trump.,"November 8–10, 2017"
secretary,Rex W. Tillerson,Vietnam,"Danang, Hanoi",Accompanied President Trump to an APEC Meeting.,"November 10–12, 2017"
secretary,Rex W. Tillerson,Philippines,Manila,Accompanied President Trump to ASEAN Summit Meetings.,"November 12–14, 2017"
secretary,Rex W. Tillerson,Burma,Nay Pyi Taw,Met with State Councilor Aung San Suu Kyi and Commander-in-Chief Min Aung Hlang.,"November 15, 2017"
secretary,Rex W. Tillerson,Belgium,Brussels,Attended a NATO Foreign Ministers Meeting and met with EU Foreign Ministers.,"December 4–6, 2017"
secretary,Rex W. Tillerson,Austria,Vienna,Attended an OSCE Ministerial Council Meeting.,"December 7, 2017"
secretary,Rex W. Tillerson,France,Paris,Attended the International Support Group for Lebanon Ministerial Meeting and met with President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian.,"December 8, 2017"
secretary,Rex W. Tillerson,Canada,Ottawa,Met with President Justin Trudeau and Foreign Minister Chrystia Freedland.,"December 19, 2017"
secretary,Rex W. Tillerson,Canada,Vancouver,Co-hosted the Vancouver Foreign Ministers’ Meeting on Security and Stability on the Korean Peninsula with Canadian Foreign Minister Chrystia Freeland.,"January 15–17, 2018"
secretary,Rex W. Tillerson,United Kingdom,London,"Met with Prime Minister Theresa May, Foreign Secretary Boris Johnson, and National Security Advisor Mark Sedwill.","January 21–22, 2018"
secretary,Rex W. Tillerson,France,Paris,Met with senior French officials and attended the launch of the International Partnership against Impunity for the Use of Chemical Weapons.,"January 23–24, 2018"
secretary,Rex W. Tillerson,Switzerland,Davos,Attended the 2018 World Economic Forum.,"January 24–26, 2018"
secretary,Rex W. Tillerson,Poland,Warsaw,Discussed bilateral relations with senior Polish officials.,"January 26–27, 2018"
secretary,Rex W. Tillerson,Mexico,Mexico City,Met with President Enrique Peña Nieto and Foreign Secretary Luis Videgaray.,"February 1–2, 2018"
secretary,Rex W. Tillerson,Argentina,"San Carlos de Bariloche, Buenos Aires",Met with President Mauricio Macri and Foreign Minister Jorge Faurie.,"February 3–4, 2018"
secretary,Rex W. Tillerson,Peru,Lima,Met with President Pedro Pablo Kuczynski and Foreign Minister Cayetana Aljovin.,"February 5–6, 2018"
secretary,Rex W. Tillerson,Colombia,Bogota,Met with President Juan Manuel Santos and Foreign Minister Maria Angela Holguin.,"February 6, 2018"
secretary,Rex W. Tillerson,Jamaica,Kingston,Met with Prime Minister Andrew Holness and Foreign Minister Kamina Johnson-Smith.,"February 7, 2018"
secretary,Rex W. Tillerson,Egypt,Cairo,Met with senior Egyptian officials.,"February 12, 2018"
secretary,Rex W. Tillerson,Kuwait,Kuwait City,Led the U.S. delegation to the Ministerial meeting of the Global Coalition to Defeat ISIS in Kuwait and participated in the Iraq Reconstruction Conference.,"February 12–13, 2018"
secretary,Rex W. Tillerson,Jordan,Amman,Met with King Abdullah II and Jordanian Foreign Minister Ayman al-Safadi.,"February 14, 2018"
secretary,Rex W. Tillerson,Lebanon,Beirut,"Met with Lebanese President Michel Aoun, Prime Minister Saad Hariri, and Speaker of Parliament Nabih Berri.","February 15, 2018"
secretary,Rex W. Tillerson,Turkey,Ankara,Met with senior Turkish officials.,"February 15–16, 2018"
secretary,Rex W. Tillerson,Ethiopia,Addis Ababa,"Met with Ethiopian Prime Minister Hailemariam Desalegn, Ethiopian Foreign Minister Workneh Gebeyehu, and African Union Commission Chairperson Moussa Faki Mahamat.","March 6–8, 2018"
secretary,Rex W. Tillerson,Djibouti,Djibouti City,Met With Djiboutian President Ismaïl Omar Guelleh and Foreign Minister Mahamoud Ali Youssouf.,"March 9, 2018"
secretary,Rex W. Tillerson,Kenya,Nairobi,Met with Kenyan President Uhuru Kenyatta and Foreign Minister Monica Juma.,"March 9–11, 2018"
secretary,Rex W. Tillerson,Chad,N’Djamena,Met with Chadian President Idriss Deby and Foreign Minister Mahamat Zene Cherif.,"March 12, 2018"
secretary,Rex W. Tillerson,Nigeria,Abuja,Met with Nigerian President Muhammadu Buhari and Foreign Minister Geoffrey Onyeama.,"March 12, 2018"
secretary,Michael R. Pompeo,Belgium,Brussels,Attended a NATO Foreign Ministers’ Meeting.,"April 26–27, 2018"
secretary,Michael R. Pompeo,Saudi Arabia,Riyadh,Met with Saudi Foreign Minister Adel al-Jubeir.,"April 28–29, 2018"
secretary,Michael R. Pompeo,Israel,Tel Aviv,Met with Israeli Prime Minister Benjamin Netanyahu.,"April 29, 2018"
secretary,Michael R. Pompeo,Jordan,Amman,Met with King Abdullah II and Jordanian Foreign Minister Ayman al-Safadi. Also met with Japanese Foreign Minister Taro Kono.,"April 30, 2018"
secretary,Michael R. Pompeo,"Korea, North",Pyongyang,Met with Chairman Kim Jong-un and other North Korean Government officials. Also secured the release of three Americans.,"May 8–9, 2018"
secretary,Michael R. Pompeo,Canada,Charlevoix,Accompanied President Trump to the G–7 meetings.,"June 9, 2018"
secretary,Michael R. Pompeo,Singapore,Singapore,Participated in the President’s summit with North Korean leader Kim Jong-un and bilateral events with Singaporean Prime Minister Lee Hsien Loong.,"June 10–13, 2018"
secretary,Michael R. Pompeo,"Korea, South",Seoul,"Met with senior Korean and Japanese officials to discuss the U.S.-Republic of Korea alliance, the U.S.-Japan alliance, and next steps in our shared approach to North Korea.","June 13–14, 2018"
secretary,Michael R. Pompeo,China,Beijing,"Met with Chinese officials on bilateral, regional, and global issues that affect both countries.","June 14, 2018"
secretary,Michael R. Pompeo,"Korea, North",Pyongyang,Continued consultations and implementation of the forward progress made by President Trump and Chairman Kim in Singapore.,"July 5–7, 2018"
secretary,Michael R. Pompeo,Japan,Tokyo,"Met with Japanese and South Korean leaders to discuss our shared commitment to the final, fully verified denuclearization of the DPRK, as well as other bilateral and regional issues.","July 7–8, 2018"
secretary,Michael R. Pompeo,Vietnam,Hanoi,"Met with senior Vietnamese officials to discuss our shared commitment to the final, fully verified denuclearization of the DPRK and other bilateral and regional issues.","July 8–9, 2018"
secretary,Michael R. Pompeo,Afghanistan,Kabul,Met with Afghan officials.,"July 9, 2018"
secretary,Michael R. Pompeo,United Arab Emirates,Abu Dhabi,Met with UAE leaders to discuss ways to further strengthen the U.S.-UAE partnership.,"July 9–10, 2018"
secretary,Michael R. Pompeo,Belgium,Brussels,Accompanied President Trump to the NATO Summit and also participated in the U.S.-EU Energy Council and co-hosted a meeting of foreign ministers of the Global Coalition to Defeat ISIS.,"July 10–12, 2018"
secretary,Michael R. Pompeo,Mexico,Mexico City,"Met with President Enrique Peña Nieto, Foreign Secretary Luis Videgaray Caso, and President-elect Andres Manuel Lopez Obrador.","July 13, 2018"
secretary,Michael R. Pompeo,Finland,Helsinki,"Accompanied President Trump to his meeting with Russian President Vladimir Putin. Also met with Russian Foreign Minister Sergey Lavrov and Finnish Foreign Minister Timo Soini, to discuss bilateral and regional issues.","July 16, 2018"
secretary,Michael R. Pompeo,Malaysia,Kuala Lumpur,Met with senior Malaysian officials to discuss strengthening the Comprehensive Partnership and advancing common security and economic interests.,"August 1–3, 2018"
secretary,Michael R. Pompeo,Singapore,Singapore,Participated in annual ASEAN-centered ministerial meetings.,"August 3–4, 2018"
secretary,Michael R. Pompeo,Indonesia,Jakarta,Met with senior Indonesian officials to discuss U.S.-Indonesia Strategic Partnership.,"August 4–5, 2018"
secretary,Michael R. Pompeo,Pakistan,Islamabad,"Met with Prime Minister Imran Khan, Foreign Minister Qureshi, and Chief of Army Staff Qamar Javed Bajwa to discuss U.S.-Pakistan bilateral relations.","September 5, 2018"
secretary,Michael R. Pompeo,India,New Delhi,Participated in the inaugural U.S.-India “2+2” dialogue and met with senior officials.,"September 6, 2018"
secretary,Michael R. Pompeo,Japan,Tokyo,Met with Prime Minister Shinzo Abe and Foreign Minister Taro Kono.,"October 6–7, 2018"
secretary,Michael R. Pompeo,"Korea, North",Pyongyang,Met with Chairman Kim Jong-un.,"October 7, 2018"
secretary,Michael R. Pompeo,"Korea, South",Seoul,"Met with President Moon Jae-in, and Foreign Minister Kang Kyung-wha.","October 7–8, 2018"
secretary,Michael R. Pompeo,China,Beijing,"Met with Chinese counterparts to discuss bilateral, regional, and global issues.","October 8, 2018"
secretary,Michael R. Pompeo,Saudi Arabia,Riyadh,Met with Crown Prince Mohammed bin Salman and Foreign Minister Adel al-Jubeir regarding the investigation into the disappearance of Jamal Khashoggi.,"October 15–17, 2018"
secretary,Michael R. Pompeo,Panama,Panama City,Met with President Juan Carlos Varela and Vice President and Foreign Minister Isabel de Saint Malo de Alvarado to discuss ongoing U.S.-Panama collaboration on regional priorities.,"October 18, 2018"
secretary,Michael R. Pompeo,Mexico,Mexico City,"Met with President Enrique Peña Nieto, Foreign Secretary Luis Videgaray Caso, and Foreign Secretary-designate Marcelo Luis Ebrard Casaubon.","October 19, 2018"
secretary,Michael R. Pompeo,France,Paris,Joined President Trump in commemorating the 100th anniversary of the end of the WWI. Also participated in the President’s meeting with French President Emmanuel Macron.,"November 10–11, 2018"
secretary,Michael R. Pompeo,Argentina,Buenos Aires,Supported President Trump’s participation in the G20 Leaders’ Summit.,"November 29–December 1, 2018"
secretary,Michael R. Pompeo,Belgium,Brussels,Participated in the semi-annual meeting of NATO Foreign Ministers and also met with Belgian Prime Minister Charles Michel.,"December 3–5, 2018"
secretary,Michael R. Pompeo,Hungary,Budapest,Met with Prime Minister Orbán and Foreign Minister Szijjártó.,"February 11, 2019"
secretary,Michael R. Pompeo,Slovakia,Bratislava,"Met with President Kiska, Prime Minister Pellegrini, and Foreign Minister Lajčák.","February 12, 2019"
secretary,Michael R. Pompeo,Poland,Warsaw,Met with Foreign Minister Czaputowicz.,"February 12, 2019"
secretary,Michael R. Pompeo,Belgium,Brussels,Met with EU High Representative for Foreign Affairs and Security Policy Federica Mogherini.,"February 13–14, 2019"
secretary,Michael R. Pompeo,Iceland,Reykjavik,Met with Prime Minister Jakobsdóttir and Foreign Minister Thórdarson.,"February 15, 2019"
secretary,Michael R. Pompeo,Vietnam,Hanoi,Participated in the President’s summit with North Korean leader Kim Jong-un and bilateral meetings with Vietnamese leaders.,"February 24–28, 2019"
secretary,Michael R. Pompeo,Philippines,Manila,"Met with President Rodrigo Duterte and Secretary of Foreign Affairs Teodoro Locsin, Jr.","February 28–March 1, 2019"
secretary,Michael R. Pompeo,Kuwait,Kuwait City,Led the U.S. delegation at the third U.S.-Kuwait Strategic Dialogue.,"March 18–20, 2019"
secretary,Michael R. Pompeo,Israel,Jerusalem,Met with Israeli officials to engage on critical regional issues.,"March 20–21, 2019"
secretary,Michael R. Pompeo,Lebanon,Beirut,"Met with Lebanese leaders to discuss political, security, economic, and humanitarian challenges.","March 22–23, 2019"
secretary,Michael R. Pompeo,Chile,Santiago,Met with President Piñera and Foreign Minister Ampuero.,"April 12, 2019"
secretary,Michael R. Pompeo,Paraguay,Asuncion,Met with President Abdo Benítez and Foreign Minister Castiglioni.,"April 13, 2019"
secretary,Michael R. Pompeo,Peru,Lima,Met with President Vizcarra and Foreign Minister Popolizio.,"April 13, 2019"
secretary,Michael R. Pompeo,Colombia,Cucuta,Visited entities supporting Venezuelan refugees and assessed the challenges due to the closed border.,"April 14, 2019"
secretary,Michael R. Pompeo,Finland,Rovaniemi,Participated in the Eleventh Ministerial Meeting of the Arctic Council and delivered a speech on U.S. Arctic policy.,"May 6, 2019"
secretary,Michael R. Pompeo,Iraq,Baghdad,Met with Iraqi Prime Minister Adil Abd al-Mahdi and Iraqi President Barham Salih.,"May 7, 2019"
secretary,Michael R. Pompeo,United Kingdom,London,"Met with Prime Minister Theresa May and Foreign Secretary Jeremy Hunt to discuss shared global priorities, and gave a speech on the U.S.‑UK Special Relationship.","May 8, 2019"
secretary,Michael R. Pompeo,Belgium,Brussels,Met with European allies to discuss recent threatening actions and statements by the Islamic Republic of Iran.,"May 13–14, 2019"
secretary,Michael R. Pompeo,Russia,Sochi,Met with Russian Foreign Minister Sergey Lavrov and President Vladimir Putin.,"May 14, 2019"
secretary,Michael R. Pompeo,Germany,Berlin,Met with Chancellor Angela Merkel and Foreign Minister Heiko Maas.,"May 30–June 1, 2019"
secretary,Michael R. Pompeo,Switzerland,"Bern, Bellinzona","Met with Foreign Minister Ignazio Cassis, Swiss business leaders, and World Health Organization Director General Dr. Tedros Adhanom Ghebreyesus.","June 1–3, 2019"
secretary,Michael R. Pompeo,Netherlands,The Hague,Participated in the opening of the Global Entrepreneurship Summit with Prime Minister Mark Rutte and met with Foreign Minister Stef Blok.,"June 3, 2019"
secretary,Michael R. Pompeo,United Kingdom,London,Joined President Trump's state visit to the United Kingdom.,"June 3–5, 2019"
secretary,Michael R. Pompeo,Saudi Arabia,Jeddah,Met with King Salman bin Abdulaziz Al Saud and Crown Prince Mohammed bin Salman Al Saud.,"June 23–24, 2019"
secretary,Michael R. Pompeo,United Arab Emirates,Abu Dhabi,Met with Crown Prince Mohammed bin Zayed Al Nahyan.,"June 24, 2019"
secretary,Michael R. Pompeo,Afghanistan,Kabul,"Met with President Ashraf Ghani, Chief Executive Abdullah Abdullah, former President Hamid Karzai, and others to discuss next steps in the Afghan Peace Process.","June 25, 2019"
secretary,Michael R. Pompeo,India,New Delhi,Met with Prime Minister Narendra Modi and Minister of External Affairs S. Jaishankar to discuss the U.S.-India strategic partnership.,"June 25–26, 2019"
secretary,Michael R. Pompeo,Japan,Osaka,Participated in the G–20 Leaders’ Summit.,"June 28–30, 2019"
secretary,Michael R. Pompeo,"Korea, South",Seoul,Joined President Trump’s meeting with President Moon Jae-in.,"June 30, 2019"
secretary,Michael R. Pompeo,Argentina,Buenos Aires,Joined regional leaders for the Second Western Hemisphere Counterterrorism Ministerial.,"July 19, 2019"
secretary,Michael R. Pompeo,Ecuador,Guayaquil,Met with President Lenín Moreno and Foreign Minister José Valencia.,"July 20, 2019"
secretary,Michael R. Pompeo,Mexico,Mexico City,Met with Foreign Secretary Marcelo Ebrard.,"July 21, 2019"
secretary,Michael R. Pompeo,El Salvador,San Salvador,Met with President Nayib Bukele.,"July 21, 2019"
secretary,Michael R. Pompeo,Thailand,Bangkok,Co-chaired the U.S.-Association of Southeast Asian Nations (ASEAN) Ministerial and held a bilateral meeting with Foreign Minister Don Pramudwinai.,"August 1–2, 2019"
